_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
7727,91.445,,"Lerner, Nathan",Nathan Lerner,"Sleeping Man, San Francisco",gelatin silver print,,1936,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1991\91.445.JPG,
29524,86.106.8,,"Lohmann, Richard",Richard Lohmann,"Ship's Bow, SF Skyline, Interstate 80, from the portfolio Meniscus",gelatin silver print,4 3/4 in. x 6 3/4 in. (12.07 cm x 17.15 cm),1982,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1986\86.106.8.jpg,
49009,2000.73,UCPH99487,"Mandel, Rose",Rose Mandel,"Untitled (Clock, San Francisco)",gelatin silver print,9 15/16 in. x 8 in. (25.24 cm x 20.32 cm),"1948, printed 1992",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,http://www.sfmoma.org/explore/collection/artwork/49009
49010,2000.74,UCPH99485,"Mandel, Rose",Rose Mandel,Untitled (Easter Window in San Francisco),gelatin silver print,9 15/16 in. x 8 in. (25.24 cm x 20.32 cm),"1948, printed 1992",San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,,http://www.sfmoma.org/explore/collection/artwork/49010
29449,73.10.7,,"Mandelman, Rita",Rita Mandelman,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,5 15/16 in. x 8 1/16 in. (15.08 cm x 20.48 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
12855,77.163,,"Mann, Margery",Margery Mann,"The San Francisco Art Institute, from the series Parks and Public Places",gelatin silver print,8 1/2 in. x 12 15/16 in. (21.59 cm x 32.86 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1977\77.163.jpg,http://www.sfmoma.org/explore/collection/artwork/12855
107294,,UCPH01.504,"Mieth, Hansel",Hansel Mieth,Untitled (sailor and girlfriend walking down SF street),gelatin silver print,11 in. x 14 in. (27.94 cm x 35.56 cm),"1942, printed later",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
48396,,ST1998.0346,"Moulin, Gabriel",Gabriel Moulin,San Francisco,gelatin silver print,9 1/8 in. x 7 1/4 in. (23.18 cm x 18.42 cm),1935,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0346.jpg,http://www.sfmoma.org/explore/collection/artwork/48396
27189,1870.43,65.2.546,"Noskowiak, Sonya",Sonya Noskowiak,"Washing, San Francsico, California",gelatin silver print,7 9/16 in. x 9 9/16 in. (19.21 cm x 24.29 cm),1937,San Francisco,San Francisco,San Francisco,7014456,,,,,,Title: San Francisco Spelled wrong,California,photograph,I:\Images\04_Web\1943\1870.43.jpg,
29427,1914.43,65.2.559,"Noskowiak, Sonya",Sonya Noskowiak,"Locomotive Wheels, San Francisco, California",gelatin silver print,7 9/16 in. x 9 5/8 in. (19.21 cm x 24.45 cm),1938,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1943\1914.43.jpg,
102973,1718.43,1718.43,"Noskowiak, Sonya",Sonya Noskowiak,"Bridge Approach, San Francisco, California",gelatin silver print,14 in. x 17 7/8 in. (35.56 cm x 45.4 cm),1938,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1943\1718.43_01_H02.jpg,
105186,1760.43,65.2.642,"Noskowiak, Sonya",Sonya Noskowiak,San Francisco Wharfs,gelatin silver print,7 1/2 in. x 9 1/2 in. (19.05 cm x 24.13 cm),1937,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1943\1760.43_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/105186
117342,1886.43,1886.43,"Noskowiak, Sonya",Sonya Noskowiak,"Bridge Approach, San Francisco, California",gelatin silver print,7 5/8 in. x 9 9/16 in. (19.37 cm x 24.29 cm),1938,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1943\1886.43_01_H02.jpg,http://www.sfmoma.org/explore/collection/artwork/117342
138892,1853.43,,"Noskowiak, Sonya",Sonya Noskowiak,"Industrial Section, San Francisco, Calif.",gelatin silver print,7 5/8 in. x 9 1/2 in. (19.37 cm x 24.13 cm),1937,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1943\1853.43.jpg,http://www.sfmoma.org/explore/collection/artwork/138892
103496,2000.662,PH00.326,"Owens, Bill",Bill Owens,KPIX-TV,gelatin silver print,6 5/8  x 8 1/2 in. (16.83  x 21.59 cm),1974,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
103498,2000.661,PH00.328,"Owens, Bill",Bill Owens,"Stock Broker, San Francisco",gelatin silver print,6 1/2  x 8 3/16 in. (16.51  x 20.8 cm),1974,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
107305,2001.509,PH01.510,"Owens, Bill",Bill Owens,"World Savings Opening Day, from the series Working (I Do It For The Money)",gelatin silver print,6 3/16  x 8 7/16 in. (15.72  x 21.43 cm),1975,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.509.jpg,http://www.sfmoma.org/explore/collection/artwork/107305
107309,2001.518,PH01.514,"Owens, Bill",Bill Owens,I'm a new-realist painter. People think it's glamorous to paint but it's just hard work. Each painting takes two to four months to complete. The possibility of getting national acclaim is almost nil. From the series Working (I Do It For The Money),gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1975,San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\2001\2001.518_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/107309
13238,81.169,,"Patterson, Bruce",Bruce Patterson,San Francisco,"gelatin silver print, with ink, crayon",,1979-1977,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1981\81.169.jpg,
149850,,PGPH13.101,"Piaskowski, Nata",Nata Piaskowski,Larkin Street [self-portrait],gelatin silver print,,1949,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH13\PGPH13.75_117\PGPH13.101_01_g04.jpg,
119369,,PST0164.3,"Picture Company, Pillsbury",Pillsbury Picture Company,Panorama of San Francisco from the Grant Building,gelatin silver panormama,9 in. x 45 in. (22.86 cm x 114.3 cm),1906,San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\PST\PST0164.3_01_s04.jpg,
106337,2001.288.N,PH01.225.N,"Poor, Nigel",Nigel Poor,"06.14.98 Alameda & 15th, San Francisco, California",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1998,San Francisco,San Francisco,San Francisco,7014456,,,,,,Alameda & 15th do not intersect,California,photograph,I:\Images\04_Web\2001\2001.288.N_01_b04.jpg,
7888,90.231,,"Pratt, Charles",Charles Pratt,San Francisco,gelatin silver print,14 in. x 11 in. (35.56 cm x 27.94 cm),1960,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1990\90.231_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/7888
132663,2009.167,PH09.021,"Pushinsky, Ted",Ted Pushinsky,"Harrison Street Stoop, San Francisco",gelatin silver print,12 1/4 in. x 18 in. (31.12 cm x 45.72 cm),2005,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2009\2009.167_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/132663
13332,69.63.4,,"Quick, Herbert",Herbert Quick,"San Francisco, California",gelatin silver print,,,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1969\69.63.4.jpg,
32273,,ST1998.0388,"Reilly, J.J.",J.J. Reilly,"Chinese Restaurant, San Francisco",stereograph,3 1/4 in. x 6 1/8 in. (8.26 cm x 15.56 cm),n.d.,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0388.jpg,http://www.sfmoma.org/explore/collection/artwork/32273
14282,70.28.7,,"Rice, Leland",Leland Rice,"Untitled, from Visual Dialogue Foundation Founders Portfolio, San Francisco...",gelatin silver print,7 5/8 in. x 7 5/8 in. (19.37 cm x 19.37 cm),"1968, ca.1970",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1970\70.28.7_01_B04.jpg,
15589,95.88,,"Rubinfien, Leo",Leo Rubinfien,Approaching San Francisco,chromogenic print,19 1/2 in. x 23 7/8 in. (49.53 cm x 60.64 cm),1992,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1995\95.88.jpg,
119898,73.10.4,73.10.4,"Schwarz, Patricia",Patricia Schwarz,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,3 3/4 in. x 5 3/4 in. (9.53 cm x 14.61 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
119902,73.10.8,73.10.8,"Seljan, Jerry",Jerry Seljan,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,5 13/16 in. x 8 5/8 in. (14.76 cm x 21.91 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
30340,99.456,PH99131,"Shew, William J.",William J. Shew,"Untitled [Robert Howe, California State Senator and 49er]",daguerreotype,3 11/16 in. x 3 3/16 in. x 11/16 in. (9.37 cm x 8.1 cm x 1.75 cm),ca. 1850,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.456.jpg,http://www.sfmoma.org/explore/collection/artwork/30340
30342,99.455,PH99120,"Shew, William J.",William J. Shew,Untitled [Miner],daguerreotype,4 3/4 in. x 3 3/4 in. x 9/16 in. (12.07 cm x 9.53 cm x 1.43 cm),ca. 1850,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.455.jpg,http://www.sfmoma.org/explore/collection/artwork/30342
30354,99.454,PH99113,"Shew, William J.",William J. Shew,Untitled [Group of prominent gentlemen],ambrotype,6 in. x 4 13/16 in. x 5/8 in. (15.24 cm x 12.22 cm x 1.59 cm),ca. 1855,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.454.jpg,http://www.sfmoma.org/explore/collection/artwork/30354
119900,73.10.10,73.10.10,"Skoff, Gail",Gail Skoff,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,5 1/2 in. x 8 3/16 in. (13.97 cm x 20.8 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1973\73.10.10_01_b02.jpg,
114814,,UCPH03.383,"Smith, Michael A.",Michael A. Smith,"San Francisco, California",gelatin silver print,7 5/8 in. x 9 9/16 in. (19.37 cm x 24.29 cm),1996,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
20727,80.77,,"Sonneman, Eve",Eve Sonneman,"Beach Wall, San Francisco",gelatin silver print,3 7/16 in. x 9 5/8 in. (8.73 cm x 24.45 cm),1968,San Francisco,San Francisco,San Francisco,7014456,,,Beach Wall,,,,California,photograph,I:\Images\04_Web\1980\80.77.jpg,
20741,73.10.2,,"Sultan, Larry",Larry Sultan,"Untitled [woman's head and shoulders], from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,4 11/16 in. x 4 7/8 in. (11.91 cm x 12.38 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
29448,73.10.6,,"Swann, Tricia Ward",Tricia Ward Swann,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Inst",gelatin silver print,5 1/8 in. x 8 3/8 in. (13.02 cm x 21.27 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1973\73.10.6_01_b02.jpg,
14104,86.208,,"Teske, Edmund",Edmund Teske,"San Francisco, California",gelatin silver print,,1963,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
127979,,PST0876,"Tiktinsky, Michael",Michael Tiktinsky,"California Street, San Francisco",digital permanent ink print,,ca. 2003,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\Exhibition\Sack Collection\PST876.jpg,
48577,,ST1998.0487,"Ullberg, Lloyd",Lloyd Ullberg,"Building Facade, San Francisco",gelatin silver print,11 5/16 in. x 8 3/8 in. (28.73 cm x 21.27 cm),1933,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0487.jpg,http://www.sfmoma.org/explore/collection/artwork/48577
9775,96.195,PH9651,Unknown (Unknown),Unknown,Aerial View of San Francisco,gelatin silver print on paper,26 3/4 in. x 26 13/16 in. (67.95 cm x 68.1 cm),1970,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1996\96.195_01_D04.jpg,
105991,2001.296,PH01.379,Unknown (Unknown),Unknown,"Blind Man, San Francisco",gelatin silver print ,7 5/8 in. x 9 5/8 in. (19.37 cm x 24.45 cm),ca. 1890,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.296.jpg,http://www.sfmoma.org/explore/collection/artwork/105991
119365,,PST0432,Unknown (Unknown),Unknown,"Phelps Family, with Parrot, after the San Francisco Earthquake",gelatin silver print,4 3/8 in. x 6 1/2 in. (11.11 cm x 16.51 cm),1906,San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\PST\PST0432.jpg,
123854,,PST0342,Unknown (Unknown),Unknown,San Francisco Earthquake Views (6),gelatin silver print,4 3/8 in. x 6 1/2 in. (11.11 cm x 16.51 cm),1906,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PST\pst0342.jpg,
30358,99.476.A-B,PH99114,"Vance, Robert H.",Robert H. Vance,"Untitled [Portrait of Curtis Bolton, Jr.]",ambrotype,3 3/4 in. x 3 1/4 in. x 5/16 in. (9.53 cm x 8.26 cm x 0.79 cm),ca. 1855,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.476.A-B_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/30358
31724,99.477,PH99218,"Vance, Robert H.",Robert H. Vance,Untitled [Young woman in off-the-shoulder gown],daguerreotype,3 3/4 in. x 3 1/2 in. x 3/4 in. (9.53 cm x 8.89 cm x 1.91 cm),ca. 1850,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.477_01_b02.jpg,http://www.sfmoma.org/explore/collection/artwork/31724
105348,99.476.A,PH99114.1,"Vance, Robert H.",Robert H. Vance,"Untitled [Portrait of Curtis Bolton, Jr.]",ambrotype,3 11/16 in. x 3 13/16 in. x 9/16 in. (9.37 cm x 9.68 cm x 1.43 cm),ca. 1855,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.476.A-B_01_g04.jpg,
105349,99.476.B,PH99114.2,"Vance, Robert H.",Robert H. Vance,"Untitled [Portrait of Curtis Bolton, Jr.]",ambrotype,3 11/16 in. x 3 13/16 in. x 9/16 in. (9.37 cm x 9.68 cm x 1.43 cm),ca. 1855,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1999\99.476.A-B_01_g04.jpg,
119897,73.10.1-15,73.10.1-15,Various Photographers (American),Various Photographers,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",A portfolio of 15 photographs,14 1/2 in. x 11 1/2 in. (36.83 cm x 29.21 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
147289,2012.4,PH12.198,"Vignes, Michelle",Michelle Vignes,"San Francisco 1971, At the Opening",gelatin silver print,8 in. x 12 in. (20.32 cm x 30.48 cm),1971,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,http://www.sfmoma.org/explore/collection/artwork/147289
14312,85.356,,"Wagner, Catherine",Catherine Wagner,"San Francisco, California",gelatin silver print,16 in. x 20 in. (40.64 cm x 50.8 cm),1985,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1985\85.356_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/14312
14313,85.357,,"Wagner, Catherine",Catherine Wagner,"San Francisco, California",gelatin silver print,16 in. x 20 in. (40.64 cm x 50.8 cm),1985,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1985\85.357_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/14313
14314,85.358,,"Wagner, Catherine",Catherine Wagner,"San Francisco, California",gelatin silver print,16 in. x 20 in. (40.64 cm x 50.8 cm),1985,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1985\85.358_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/14314
111590,,PST0108,"Watkins, Carleton E.",Carleton E. Watkins,Panorama of San Francisco,four gelatin silver prints,4 in. x 66 in. (10.16 cm x 167.64 cm),1878,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PST\PST0108.jpg,
27895,98.815.10,PH98459,"Welpott, Jack Warren",Jack Warren Welpott,"Ramparts, San Francisco, from Portfolio X",gelatin silver print,11 in. x 14 in. (27.94 cm x 35.56 cm),1981,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
8120,91.287,,"Wessel, Henry",Henry Wessel,"San Francisco, California",gelatin silver print,11 7/8 in. x 8 in. (30.16  x 20.32 cm),1974,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1991\91.287.jpg,http://www.sfmoma.org/explore/collection/artwork/8120
8121,91.288,,"Wessel, Henry",Henry Wessel,"San Francisco, California",gelatin silver print,11 15/16 in. x 8 in. (30.32  x 20.32 cm),1973,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1991\91.288_01_g04.jpg,http://www.sfmoma.org/explore/collection/artwork/8121
8122,91.289,,"Wessel, Henry",Henry Wessel,"San Francisco, California",gelatin silver print,11 7/8 in. x 8 in. (30.16 cm x 20.32 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1991\91.289_01_b02.jpg,http://www.sfmoma.org/explore/collection/artwork/8122
8123,91.29,,"Wessel, Henry",Henry Wessel,"San Francisco, California",gelatin silver print,8 in. x 11 15/16 in. (20.32  x 30.32 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1991\91.290.jpg,
14467,81.134,,"Wessel, Henry",Henry Wessel,"San Francisco, California",gelatin silver print,16 15/16 in. x 14 in. (43.02 cm x 35.56 cm),1973,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1981\81.134_01_g04.jpg,
129937,2008.171,PH08.044,"Wessel, Henry",Henry Wessel,"San Francisco, 1978",gelatin silver print,19 7/8  x 16 in. (50.48  x 40.64 cm),"1978, printed 2006",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.044_01_b04.jpg,
129938,2008.17,PH08.045,"Wessel, Henry",Henry Wessel,"San Francisco, 1977",gelatin silver print,16  x 19 7/8 in. (40.64  x 50.48 cm),"1977, printed 2006",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH08.045_01_b04.jpg,
